id,tweet,label
745,sonra insanlar neden deist ya da ateist oluyor,hiçbiri
746,"şunun gibi 20 30 tane ateist müslüman tartışması izlemişimdir birinde de şöyle bitmiyor ""bak senin körü körüne inandığını ve allah'ın olmadığını bilimle ispat ettim"" aksine şöyle bitiyor ateist ""inanmak istemiyorum ben kardeşim canım istemiyor.""",hiçbiri
747,yeni ateist olmuşken muhafazakar sevgili yapmışımdır...,hiçbiri
748,çıldırmamak için canlı gs maçı izlemeyeceğime and içerim ateist yeminim,hiçbiri
749,israil gerçekten zavallı bir ülke... geleceği yok. israil halkı büyük ölçüde ateist. fuhuş kumar alkol ve uyuşturucu bataklığına saplanmış bir halk...,nefret
750,dört elementten biri olsaydınız ne olurdunuz. hava su toprak ateş ben ateist.,hiçbiri
751,"""bunlar kürt değil bunlar müslüman değil bunlar gavur. hdp almış oğlumu götürmüş pkk'nın eline vermiş."" allah'ın izni ile bizi bölmeye çalışan bu kalleşleri senin gibi mübarek analarımızın desteğiyle yok edeceğiz. ağzına yüreğine sağlık mübarek anam... #annelerdireniyor",nefret
752,anadolu'dan şalvarı şaltak osmanlı eğeri kaltak osmanlı ekende yok biçende yok yiyende ortak osmanlı adalardan paşa öşür isterdi köylü da veremezdi asker köye saldırdı her şeyi yağmaladı köylüler birlik oldu paşaya karşı durdu gavur imam vurdukça osmanlı kaçar oldu,hiçbiri
753,gavur izmir kurtuluşun kutlu olsun şeref duyuyoruz!...,nefret
754,norm ender'in gavur izmir dedikten sonra şehrimin atası tektir demesi gibi bir moddayım...,hiçbiri
755,#9eylülizmirinkurtuluşu izmir'e gavur diyenler kan testi yaptırmalıdır,hiçbiri
756,tr'de olsa kaldırıma motor falan çıkardı kesin gavur memlekete bak çocuklar nasıl rahat koşturuyor,hiçbiri
757,gavur kim?,hiçbiri
758,koç grubu bak seni mason locaların dahi kurtaramaz. bu ülkede seni parasız gavur topraklarına kendi topraklarına gönderecek hazır daima hazır bir nesil var. bir yerleriniz oynamasın. lakin devlet yine uyuyor gibi yapıyor! #gezifinansörükoçunutmuyoruz,nefret
759,kürt müslümana gavur eziyeti !,nefret
760,"birini tanıştırırken alevilerde ""yabancı değil bizden"" sünnilerde ""gavur değil bizden"" yabancılarda ""not animal one of us""",nefret
761,bakınız pkk gavur bir terör örgütüdür fetö gavur bir terör örgütüdür deaş gavur bir terör örgütüdür dhkpc gavur bir terör örgütüdür asala gavur bir terör örgütüydü tüm bu gavurları besleyen devletler de emperyalist devletlerdir #annelerdireniyor,nefret
762,mardin'den gelen emine kaya hdp bizim yüreğimizi yaktı. allah da hdp'nin yüreğini yaksın! bu kürtlük davası değil amerika davası. hepsi şerefsiz! müslüman değil gavur bunlar! onların çocukları abd'de bizim çocuklarımız dağda! çocuklarımızı hdp kandil'e götürdü. kandil hdp'dir!,nefret
763,oğlumu hdp aldı bunlar müslüman değil bunlar gavur. amerikayla iş tutuyorlar. kürt falan da değiller. kendi çocuklarını göndersinler dağa. amerika'da çocukları okuyor. ciğerimizi yaktılar allah da onların ciğerini yaksın. vicdansız bunlar. kürtlerle niye uğraşıyorlar. gavur bunlar,nefret
764,kürt denince akla evladını kaçıran terör örgütü ve uzantılarına baş kaldıran yiğit hacire ana gelir pkk'nın gavur tohumları değil! bu milletin pkk'ya verecek tek bir evladı dahi yoktur! #millibekahareketi,nefret
765,gavur suratlı terörist,nefret
766,hocalar cuma günü vaazda bu adamlara gavur diyor.,hiçbiri
767,şerefsiz haysiyetsiz yalancı gavur dölleri sıra sıra dizdiğiniz araçlar fazla ise bu alacağınız araçları nerenize monte edeceksiniz yenikapı'da şov yapan imamoğlu'nun ihale ilanı araçlar deri koltuklu kol dayama ve sunroof olsun,nefret
768,aynen öyle!... pkk müslüman değil pkk gavurdur pkk müslüman kürt düşmanıdır. ama teyzeciğim siz bu tepkinizi daha önce verecektiniz.,nefret
769,anadolu'da gavur kime denir arkadaştan,hiçbiri
770,gavur memlekette de olsak yurtta da olsak çayımızdan ve çaydanlığımızdan vazgeçmeyiz mdkdmlsösplwlw,hiçbiri
771,müslümana gavur eziyeti,nefret
772,sen müslüman biz gavur haa?!,hiçbiri
773,bizim imamoğlu'nun da şu yaptığı işe bak ünlü müslümanlar gavur katolik fransız markası clio marka arabaya biniyormuşlar 100 kilometrede de 63 litre yakıyorlarmış elhamdulillah maşallah!,nefret
774,"#israf #türgev ve muhammed ali'nin michigan'da olan çiftliğini ""müslüman öğrencilere burs ve yurt olanağı sağlamak amacıyla!"" 2.500.000 satın almıştı. sadece değil tüm ülkeyi gavur sayıyorlar ki türkiye yerine abd'deki öğrencilere yurt açıyorlar",nefret
775,müslümanlar gavur dedikleri insanların sosyal hayattaki ahlak ve insaniyetleri ile tanıştıklarında kendilerinin insanlığa ne kadar gavur kaldıklarını anlayıp şok geçirebiliyorlar.,hiçbiri
776,"terör örgütü pkk ""kürt"" vb değil katmerli bir ""gavur"" örgüttür gavur ne demektir peki? anadolu ruhunda müslüman olmayana ""gavur"" denmez kime denir? türkiyemize vatanımıza bayrağımıza barışa ihanet edene masum insanları katleden ""gavur"" denir #analardireniyor",nefret
777,gavur gavurluğunu yani işini yapıyor. niye şaşırıyoruz ki...,nefret
778,stalk gavur icadıdır günah günah yapmayın annem,nefret
779,gavur direği seni,nefret
780,paralar altına çevriliyor ki türkiye'den kaçtıktan sonra uluslararası bankalara el konulmasın diye. ulan size oy verenin ağzına gavur sıçsın emi vatan hainleri.,saldırgan
781,a haber izliyoruz gavur kanalları bizi ilgilendirmez! la tahzen,nefret
782,kurban olun gavur izmir'in merhametine,hiçbiri
783,çekler gavur gibi oynuyor. böyle oynamaya devam edersek maç 10 gün devam etse yine yenemeyiz.,nefret
784,"3 risale-i nur'un muhtelif yerlerinde teknolojinin nimetlerinden faydalanmaktan bahsedilir. bu o dönem için çağ ötesi bir durumdur. o dönem alimlerinin toplanıp ""elektrik gavur icadıdır anadolu!ya soksak mı sokmasak mı"" diye tartıştığı bir dönem.",hiçbiri
785,isveç'te devlet harcamaları için verilen kartla sadece bir çikolata aldığı için istifa eden bir bakan ve devletimizi katrilyonlarca zarar ettiren 17 yıldır iktidar akp yöneticileri gavur dediğimiz insanlarda ahlak var müslüman sandıklarımızda ahlakın a'sı bile yok!,hiçbiri
786,gavur ülkelerde yaşıyorum böyle bir şey görmedim...,nefret
787,domuz eti yiyen ekonomi devi almanya'da bu hareketi göremezsiniz! merkel tatile çıkar koruma polisinin otel masrafını cebinden öder! toplantıya gider tarifeli uçağa biner! ya bizimkiler? müslümanım der cumaya gider elin alman'ına gavur der ama çatır çatır kul hakkı yer! #yenikapı,nefret
788,allah'ım sen küçük işleri büyük büyük işleri küçük yapmaya muktedirsin bu küçük işi öyle büyüt ki tüm ülkedeki anneler ayağa kalksın bu gavur ermeni münafık güruh silinsin gitsin amin amin allahümme amin,nefret
789,insanlık ve chp zihniyeti yan yana duramaz. gavur izmir'de sevgilisi ile birlikte çocuğunu katleden anne hiç şaşırmadım. #yenikapı,nefret
790,türk çift değil gavur bunlar,nefret
791,"meb ""kayıt parası soruşturmaları tamamlandı ceza görevden alma çalışmaları sürüyor."" açıklaması yaptı... her tarafımız soruşturma ceza... kokuşmuşluk ve de ahlaksızlık her yanı sarmış... allah'dan islam ahlakı!!!! almış toplumuz ya gavur ahlakı alsaydık?!",nefret
792,camide adam gibi oturup hocaefendiyi dinleyecek yerde! fitne fesatlık itlik için kalkıp kendi gavur ideolojik gavur idolünü hutbede anmadı deyip alçaklık itlik yapacağınıza! gidip #hdpkk'dan kaçırdıkları çocukların hesabını sorun. ama sormazsınız. çünkü şerefsiz adi #gavursunuz.,nefret
793,o kaaaa! gavur izmirliyiz!,hiçbiri
794,lamı cimi yok kaldıracaksın f-16 uçaklarını ne kadar hdp binası varsa talan edeceksin. bombaları bırakırken soyunuz kurusun gavur tohumu diye niyet edeceksiniz.,nefret
795,benim gibi ateist yapsa dinsiz gavur dersiniz bunu yapan namazında orucunda abdestinde olup cumaları kaçırmayan şahıslar. kul hakkı? o kısım öğretilirken tuvalete gitmişler. uyan ak partiye sımsıkı sarılan vatandaş uyann artık. memleketin soyulmadık yeri kalmadı! #yenikapı,nefret
796,not işin garibi yusuf hoca ilahiyat mezunu bile değil bildiğim kadarıyla... 9 eylül sahne sanatları sinema ve tv anasanat dalı. yüksek lisansı ingiltere'de yapmış. hem de elin gavur memleketinde doktora almış... iyi ki okumamışım!,nefret
797,iki ağaç diye sokağa çıkan devlet düşmanlarının ağaçtan başka her şeyi sayan gavur kuklası sözcüsü!...,nefret
798,gavur dedikleri avrupa'da 25 çocuğa 5 yıl tecavüz edildiği ortaya çıksa yer yerinden oynardı bizim müslümanlarda tık yok...,nefret
799,adamlar ne sene yapmışlar helal olsun gavur yapıyor abi!...,hiçbiri
800,şu gavur dediklerimiz kadar yemen'i savunamıyoruz üstelik yemen operasyonuna destek veriyoruz,hiçbiri
801,"bir hristiyan olarak diyorum ki küreselci çetenin ele geçiremediği son kale islam. islam ülkeleri içinde de en diri liderlik edebilecek ülke türkiye lider sayın erdoğan. bunu görmek için adil olmak yeterli. peki sayın erdoğan'ı paçasından aşağı çeken ""eski dostlara"" ne demeli",hiçbiri
802,cdu milletvekili ve hristiyan birlik cdu/csu federal meclis grubu dış politika sözcüsü sn jürgen hardt ile görüştük.,hiçbiri
803,"isa isminin ekmeğini yedi hristiyan kızların ""aaa aynı jesus gibisiniz zaten"" diyeni çok oldu kardeşiz diye demiyorum yakışıklıdır zaten musa çok ezildi garibanım :))))",hiçbiri
804,3 bu meselenin doğusu batısı güneyi kuzeyi değişmiyor. mesela kilisenin ve hristiyan büyüklerin uzun zaman ortadoğu ve batıda hakimiyetini biliyoruz. dini istismar ederek bir kısım yanlış bilgileri din kılıfıyla halka dayatarak yüzyıllarca baskı kurdular.,hiçbiri
805,ermeni chp liderinin pyd pkk için sözleri utanç verici açıkça ben ermeniyim islam türk düşmanıyım asker polis katilleri benim dostumdur diyor bu bir suçtur halk olarak bu ermeni yahudi hristiyan yunan rumları 15 temmuz'da sağ bırakmakla hata ettik şimdi havlamaları normaldir,nefret
806,hz. meryem ve aziz paul var #bursa'nın #iznik'i yok! #turizmstratejiplanı #kültür #turizm #belediye #ulaşım #inanç #sağlık #doğa #türsab #iznik #nicaea #tourism #reisen #hıristiyan #christian #iznikkonsili #nicaeacouncil,hiçbiri
807,"dünyaca ünlü ""aşura akşamı"" tablosunun sahibi ressam mahmud ferşçiyan ""bu eser deruni coşku anımda zuhur etti"" demiş. bazı hristiyan sanatçıların isa mesih'in mazlumiyetini böyle tasvir edemediklerine hayıflanıp gıptayla andığı muhteşem tablo türkiye'de de tanınıyor.",hiçbiri
808,senin de boyaların dökülmeye başladı foyaların ortaya çıkacak kardinal fetö iyi beslemiş belli !... yeminli hristiyan şövalyeleri kimler devlet biliyor ve gereğini vakti gelince yapar nazlı ablan da seni çok özlemiş mektubunda öyle diyor.,hiçbiri
809,"3 hristiyan görünce papaz yahudi görünce haham olacaktı? bu çoklu hukuk düzenine ""atatürk'ün de desteğini alarak"" son veren büyük türkçü ve yurtsever mahmut esat bozkurt'tur. şimdi bunları okuduktan sonra yaptığı hukuk reformunun değerini ve büyüklüğünü anlamış olmalısınız",hiçbiri
810,dünyada hiçbir hristiyan kiliseye ne gerek var demez bizdeki türk geçinen yerli hristiyanlar camiye ne gerek var diyor,nefret
811,o kabenin sahibi olan rabbim'in adına yemin ederim ki o izzetli meryem annemizin adına yemin ederim ki o isa as sevdiğini söyleyen hristiyan devlet adamı ve kabe'yi yöneten ve diğer arap liderler doğruyu bildiğiniz halde susuyor ve şeytana yardım ediyorsun,hiçbiri
812,dünyanın esenliğe ve barışa ihtiyacı var ister müslüman olsun ister hristiyan olsun perişan durumdasınız allah sizlere yardım etmek istiyor ama lanetli kavim ve avaneleri buna engel olmak istiyor var güçleriyle bana saldırıyorlar siz ise seyrediyorsunuz,hiçbiri
813,ateist miyim müslüman mı hristiyan mı ne olduğumu ben de bilmiyorum agnostik oldum galiba en son gusülümü de ne zaman aldım bilmiyorum yıllar oldu galiba,hiçbiri
814,dostum biraz mantıklı düşün. misal ben müslümanım tabiki çocuğuma islam'ı anlatacağım. bu allah'ın rahmetidir. sonuçta hristiyan bir ailede doğan çocuğun ailesi de tercihen hristiyan olup ve çocuğunu hristiyan yapıyor. bu allah'ın suçu değil ki aklını kullansın.,hiçbiri
815,her doğan çocuk islam fıtratı üzerine doğar ama ailesi ya müslüman ya hristiyan ya da yahudi yapar. ama allah akıl vermiş idrak vermiş. allah herkesi müslüman yapsaydı o zaman iyi ile kötü nasıl ayırt edilirdi? imtihanın amacı ortadan kalkmaz mıydı?,nefret
816,"senin iddia ettiğin şey tamamen yalan ve yanlış. sdg toplama bir terör örgütüdür ve inde saydıklarının tamamı hristiyan'dır ve özellikle fransa tarafından toplanmış bir örgüttür... arapların ypg tarafından işgal edilen bölgeye ""işgal değil haklarını arıyorlar"" kisvesi içindir",nefret
817,"69 hadis ""imam yani halife kureyştendir"" inalcık batılı hristiyan tarihçilerin önyargılarının yanı sıra ""içeriden"" bazı önyargılarla da mücadele etti. mesela halifelik makamının yavuz selim'e atfedilmesinin bir rivayet olduğunu onun sayesinde öğrendik.",hiçbiri
818,66 batılı hristiyan tarihçilerin dikkate almadıkları ve bir gerçek de ayasofya hakkındadır. inalcık ayasofya vakıfnamelerini incelendiğinde fatih'in burasını ne kadar önemsediğini ortaya çıkardı. fetihten iki yıl önce ayasofya'nın o dillere destan kubbesi çökmüştü.,hiçbiri
819,milli enerjinin boşuna harcanmasına hem de siyasi türk birliğinin gerçekleşmesine engel olmuştur. dini taassubun dünyanın her köşesinde yerini müsamahaya bıraktığı günümüzde bile hristiyan şamani ve musevi türkler hatta şii alevi türkleri bizden saymayacak kadar gözü,hiçbiri
820,"""ali ata bak""tan iyi değil mi yani :) bu ülkenin %90'ı müslüman diyen kim. lütfen herkesin inancına göre okullar açılsın. isteyen hristiyan okuluna isteyen müslüman okuluna isteyen ateist okuluna çocuğunu göndersin. böylece kimse hem müslümanım deyip hem de camilere saldırmasın.",hiçbiri
821,uygulamaya giriyorsun hristiyan olmak ister misin diye reklam çıkıyor,hiçbiri
822,sonrasında hüsrev ülkesine dönüp pers imparatorluğunun başına geçince şirin de kraliçe oldu. doğu süryanisi olan şirin yaşadığı 6. yüzyılda hristiyan halkın ezilmesini engellemiş halk tarafından sevilen bir kraliçe olmuştu.,hiçbiri
823,böyle bir lideri ve bu liderin temsil ettiği bir ülkeyi elbette ki hristiyan batı istemez ayrıca o batının içimizdeki temsilciler istemez. işte ak partinin iktidara geldiğinden beri içimizde koparılan fırtınalı olaylar bu liderin istenmeyişindendir.,nefret
824,la ilahe illallah is a rasulallah derseniz ve isa'nın kutsalına inanırsanız ve dahi incileri öğütlerine uyarsanız  hıristiyan olursunuz. yalnız bunlar sahte osmanlı'dan sonra çıkan yalan dinler.,nefret
825,2 ateizm düşüncesiyle önce hristiyan ortodoks inancını yıkmakmakla işe başladılar... aradan yıllar geçti stalin öldü ve yerine gelenler kiliseleri özgür bırakarak hapiste olan rahipleri serbest bıraktılar.,hiçbiri
826,kendi zorba krallarını tövbeye çağırması gerekiyordu. 16. yüzyılda papa 15. gregorius doğulu hıristiyan halkları katolik yapma hareketi başlattı. protestan misyonerler ise bu konuda daha yırtıcıydı. bunlar hıristiyanlık değil mezheplerini ve kendi kültürlerini yayıyorlardı.,hiçbiri
827,bu açıklamadan sonra belirtmem gerekir ki batı kiliselerinin yaptığı çoğu misyonerlik hareketinden doğulu bir hıristiyan olarak utanç duyuyorum. güney ve kuzey amerika'nın özgün kültürü kirletilir milyonlar katledilirken misyonerlerin o biçare yerlileri değil,hiçbiri
828,biz müslümansak inandığımız bir kutsal kitap varsa o kitapta kanunlar varsa biz neden hristiyan şeriatı olan demokrasi ile yönetiliyoruz? #deprem,nefret
829,örgütleri nasıl terörize ettiklerini hıristiyan papazları istihbarat örgütlerinin nasıl kullandıklarını kitlesel ölümlerle sonuçlanacak virüslerle dünyayı nasıl şekillendirmek istedikleri ve daha fazlası. film güzel kadro sağlam.,nefret
830,rafik schami şam'da bir hıristiyan aramice azınlıktan geldi kuzey lübnan'daki cizvit manastır okuluna katıldı ve şam'da kimya matematik ve fizik okudu. #sineksağan #geceilesabaharasındayolculuk #rafikschami #kabalcı #kabalcıyayınları #kabalcıyayınevi #kitap #kütüphane,hiçbiri
831,diyanet avrupa birliğinden hıristiyan birleşik devletleri'ne kadar yardım alıyor bilen var mıdır.,hiçbiri
832,bizde nasıl devlet gelenekse mısır'da asker gelenek... iyi teşhis edin üfürmeyin... millet olarak mısır ne kadar arap ve müslümansa bir o kadar da kıpti ve firavuni nesli var... yüzde onbeş hıristiyan ne demek biliyor musun 15 milyon...,hiçbiri
833,"hıristiyanları gregoryenleri katolik protestan yapma işi ise ""müslümanları döndürmek"" kadar başarısız olmasa da yine oldukça düşük bir skor kaydetmiştir denir. doğru değildir. buna gelmeden bir hıristiyan olarak misyoner hareketleri üzerine fikirlerimi ifade edeyim",hiçbiri
834,1891 abd'de her yıl 6000 kadın doğumdan sonra ölüyor kafayı buna takan dr lee bir buluşuyla 1'e düşürüyor ama hıristiyan. tanrım bu adamı nereye alırsın. ödül mü ceza mı verirsin öylesine sordum.,hiçbiri
835,"#iyibilgi ""burada dünya tarihi ölçeğinde bir paradoks var #yahudi hıristiyanlık #pavlus'un #roma'ya hakim olan ekolüne karşı #isa'nın kardeşi yakup'un temsil ettiği ibrahimi gelenek #hıristiyan kilisesi içerisinde yok oldu ama #islam içerisinde korundu."" s.133",hiçbiri
836,4 müslümanların tanassur etmeye müslümanken hristiyan olmaya başladıkları görüldü. bu adamların ellerindeki nüfus tezkerelerinde müslüman oldukları ve müslüman ismi yazılı olduğu ve babasının da müslüman olduğu görülüyordu.,hiçbiri
837,"2 trabzon konsolosluk raporunda bulunmaktadır ""önceleri hıristiyan olan ve müslümanlığa dönen müslüman görünüp de hakikatte hıristiyan olan 24.000 kromnililerin trabzon ve gümüşhane çevresindeki gizli hristiyan topluluklarının dini duygularının onları osmanlı devletine",hiçbiri
838,böyle bir şeyin değil türkiye'de hiçbir yerde yaşanmadığını düşünmek isterim bunu bir hristiyan musevi vs. yapmaz. adamların dine olan saygıları tartışılmaz. pazar sabah saat 6'da tüm ailesiyle kiliseye giderler yazıklar olsun,hiçbiri
839,"1869'da lazistan sancağı'nda bugünkü artvin ve rize illerinde 396 ermeni ve 1.261 katolik olmak üzere 1.657 %2,5 oranında hıristiyan erkek yaşıyordu. bugünkü rize ilinde ise 1869'da hiç rum nüfus yoktu.",hiçbiri
840,şahsen müslümanım ama günahım hristiyan olabilir... #faruk #hukumetkadin st. antuan katolik kilisesi,hiçbiri
841,sevgili peygamber efendimizin dediği gibi ölülerin arkasından kötü söz söyleyen bizden değildir hıristiyan olsa bile cennet mekanın ola #neslicantay özür dilerim arkandan konuşanın cibiliyetini sikeyim,saldırgan
842,allah kavramından başlayarak bizzat allah'la temasa geçme sayesinde mistiklerin yaşadığı harikulade haller anlaşılabiliyor. hakiki hıristiyan allah'la içsel fakat şahsi temas halindedir. o ilahi varlığı tam manasıyla bir var oluş halinde kendi hayatına karıştırır.,hiçbiri
843,"iki gün önce saint antuan kilisesinde gezerken gelip ""siz hristiyan mısınız?"" diye soran yabancı beyefendiyle bugün süleymaniye avlusunda karşılaştık birbirimizi hatırladık. elbette ki malum soruyu sormadım :)",hiçbiri
844,putiko adamsın. bu saatten sonra en fanatik ortodoks hıristiyan benim. votka ucuz hatun güzel. say say bitmez. 3.dünya ülkesinden süper güce hızlı geçiş. #deprem #salı,hiçbiri
845,yaşlı bir dedem terbiyesi olmayanlara teknoloji ne gerek taktik tahrik terbiyesizlik olanlara lpgdtg.ö.t olanlara hıristiyan yahudi olmuş lut kavmi gibi ne farkeder ki i,nefret
846,içerdeki chp ibneler hep saadat baştan beri projelendirdikleri hıristiyan fetö köpeği şerefsiz abd siyonist israil emperyalist sömürgeci ingiliz projeleri faal çalışıyor unuttukları bir şey var! bu milletin adı türk ne arap ne de şerefsiz ölümü şerbet bilen bir tür,nefret
847,ne tezat türkiye bütün müslüman alemine liderlik yapıyor hristiyan lobisinden de içimizdeki dinsizler liderlik bekliyor,nefret
848,mevlana bir moğol ajanıdır. yaşayışı da zaten bir hıristiyan keşişi aratmaz. amacı devrinde yaşadığı selçuklu'yu din afyonunu kullanıp savaşçılıktan uzak tutmak ve bertaraf etmek. nitekim akıl hocası şems de öyledir. kösedağ yenilgisini de şimdi anlıyor musunuz?,saldırgan
849,hristiyan olmak isteyen defolup gitsin bir zahmet avrupaya dinsiz imansızlar grubu,nefret
850,hıristiyanlar bebek doğunca kiliseye götürüp vaftiz yaparlar. daha çocuk yaşta dini eğitimi yüklerler ve ne hikmetse hiçbir hıristiyan buna karşı çıkmıyor ama bizde çocuklar kur'an kursuna gidiyor diye demediklerini bırakmıyorlar. hıristiyanlık modern müslümanlık çağ dışı oluyor.,hiçbiri
851,dünyada kadın istihdam oranı ile milli gelir doğru orantılı. kadın istihdamının en yüksek olduğu ülkeler en zengin en müreffeh ülkelerdir. kadın istihdamı düşük olan ülkeler fakir ülkelerdir. cübbeli ahmet üstündeki kara cübbeden daha kara cahildir.,saldırgan
852,iran'da futbol maçına gittiği için yargılanan genç kadın mahkeme önünde kendisini yakarak hayatını kaybetti,hiçbiri
853,cübbeli ahmet kadın düşmanı açıklamalarına bir yenisini daha ekledi kadınların çalışması çok büyük bir fitne fesatlık,nefret
854,içimde kırk kadın kırkı da yabancı kırkı da öteki #fridakahlo,hiçbiri
855,şaşaalı hayatlarından çıkıp gerçek hayattaki görünüşleri ile dikkat çeken 17 ünlü kadın,hiçbiri
856,"arkasında duramayacağınız sözleri boş yapmak için bile konuşmayın kadın erkek kimseye yakışmıyor ""öyle demek istememiştim""",hiçbiri
857,genç kadının gülerken başına gelene inanamayacaksınız!,hiçbiri
858,bnp paribas cardif şenpiliç koton nuxe panovella natracare bioderma ve elidor markalarının sponsor olduğu 4. deniz kızı ulusal kadın yelken kupası'nda birinciliği msi sailing team ag yelken takımı kazandı.,hiçbiri
859,geçmişten günümüze dizilerdeki en güçlü kadın karakterler,hiçbiri
860,kardeşimi okula bıraktım kadın bana diyor ki siz 8ler çıktınız mı sadece saygımdan sustum...,hiçbiri
861,bundan dünyada bir tane var ama bak benim olma demiyorum yanındaki güzel bir kadın var adı da irem bir evlensenize bişey deneyeceğiz de,hiçbiri
862,"yaşlı kadın ""seni bir yerden çıkartıyor gibiyim!"" dedi. meğersem kadın ebemmiş lan.",hiçbiri
863,siz kim oluyorsunuz da cennet ve şehitlik belirliyorsunuz? siz kimsiniz devlet kayıtlarında işkence ile öldürülen ve bir mezarı dahi bulunmayan çocuklara ziyan diyorsunuz...? akla ziyan bu kadın.,hiçbiri
864,il başkanımız sayın mehmet yeloğlu antakya ilçe kadın kolları yönetim kurulu toplantısına katılarak teşkilat çalışmaları hakkında istişarelerde bulundu.,hiçbiri
865,kadın seks objesi ego doyuran bir varlık değildir kadın erkeği tamamlayan yegane değerdir. ruhunu sev beden egosu ve seks objesi olarak görme sevgi her şeyin başıdır sevgi ile bakın sevgi ile yaşayın. tüm kadınlar candır.,hiçbiri
866,sevmek neydi diye soranlara bu hikayeyi anlatın. doktorlar hastanın sevk işlemlerinin yapılmasını söylediler. adam sevdiği kadın yoğun bakımdayken sevk kağıdını imzalatmaya gitti. kadın yoğun bakımda hayatını kaybetti.,hiçbiri
867,bir kadın kendini satabilir. anlaşılır bir durum. ya bir gazeteci ? ya bir gazete bir tv kendini nasıl bu kadar ucuza satar? türkiye dışında bu kadar alçalmayı kendine yakıştıran yayıncılık sektörü yoktur. peki dünyada satılık ve hala görev başında kaç cumhurbaşkanı vardır?,nefret
868,kadın olmak çok zor. bin parçaya bölünüyorsun,hiçbiri
869,acı çekiyorum hemen geçiyor ama acının tadı kalıyor bitti gitti diyorum aklıma geliyor aklımdan çıkarmaya çalışıyorum kalbim engel oluyor olmasa bile ellerim onu arıyor gözlerim onu görmek istiyor kollarım sarılacak bir tek onu istiyor kısacası bağlıyım sana kadın...,hiçbiri
870,rezalet rezalet! iktidarın elini bedenimde bu kadar hissederken kimse bana kadın mücadelesinin mevcut iktidardan bağımsız olduğunu söylemesin!,hiçbiri
871,9 kadın 9 mektup ve 9 ayrılık,hiçbiri
872,hastane koridorlarında geberip giderken kadın doktorlara yalvarıyorsun ya oç,saldırgan
873,seksi bir kadın evli ve çocuklu ise 2 kat daha seksidir,hiçbiri
874,kadınlar şehvet aracı değildir kocasının kölesi değildir cinayet kurbanı değildir hayvan muamelesi yapılacak bir varlık değildir. kadın kocasının hanımı çocukların annesi kocasının talebesi çocukların hocası ve eşine allah'ın emanetidir. #islamdakadın,hiçbiri
875,yeni sezon tanıtımına bile bakmak istemiyorum o derece tiksinmişim diziden izleyeceklere şimdiden bol sabır diliyorum #kadın,hiçbiri
876,merdivenden düşen kadın hayatını kaybetti,hiçbiri
877,lan tc erkekleri neden bana yürüyorsunuz sürekli? kadın kıtlığı mı var hayırdır aq? şaka yapmaya da gelmiyor ayaküstü gidecektik tövbe tövbe,nefret
878,"kadıköy lisesine edilen linç hiçbir şey. bizim lise için ""kadın öğretmenler seksi giyiniyor erkek öğrencilerin ağzı sulanıyor 31 çekiyorlar hep"" diye haber yapmışlardı...",nefret
879,ülkede çirkin kadın kalmadı aq herkes güzel napıcaz,hiçbiri
880,#irem idam mı çözüm? değil. evlenecek olan insanlara eğitim verilmeli. evliliğe uygun psikolojisi var mı yok mu bilinmeli. daha kaç kadın demekten bıktık artık. #kadinasiddetehayir #kadın #eminebulut,hiçbiri
881,yüreğine sağlık. cesur yürekli kadın. sevda türküsev #evlatlarımızıgeriverin #twithane,hiçbiri
882,off biz sana diyor muyuz beynin yokken niye konuşuyorsun diye. ekonomik göstergelerden de kadın sorumlu aynen hoca,hiçbiri
883,kadın arayan bir komünistmişim meğer,hiçbiri
884,kadın niçin ummadığımız kadar çok nefret eder çünkü kadın severse aklımızın zihnimizin kalbimizin ummadığı kadar sever.,hiçbiri
885,şöyle keşke 30 35 kadın meydan dayağı atsa şuna soktuğum sakalları havalarda uçuşsa tiftik tiftik ağzına yüzüne stiletto yese... keşke...,saldırgan
886,kadın kolları başkanımız meryem semerci hanım ve yönetim kurulu üyelerimiz ile birlikte bostandere mahallemizdeki baki amcamız geçmiş olsun ziyaretinde bulunduk. rabbim ziyaretimizi kabul etsin. #akkadınseydişehir,hiçbiri
887,erkek kadına tokat atarsa erkek suçludur kadın erkeğe tokat atarsa yine erkek suçludur,nefret
888,merdivenden düşen yaşlı kadın hayatını kaybetti aracılığıyla,hiçbiri
889,il kadın kolları başkanımız sn havva duran riyasetinde yönetim kurulu üyeleri ile istişare ve değerlendirme toplantımızı gerçekleştirdik. toplantımızın hayırlara vesile olmasını dileriz. #akkadınlarheryerde,hiçbiri
890,kadın çocuğu kendine bağlamış,hiçbiri
891,kadın yeni sezon fragmanı yayımlandı baharın değişimi seyirciyi şoke etti,hiçbiri
892,önümüzdeki 5 gün istanbul'da olacağım inşallah. buluşmak isteyen kadın kökenli bireylerle iletişelim,hiçbiri
893,şu videoyu polise ihbar diye atsam kadın 5 yıl hapis yer,hiçbiri
894,skamda gösterilen müslüman kadın ile elite dizisinde gösterilen müslüman kadın farklı. gerçek hayatta olduğu gibi. çevremde açılmak isteyip aile etkisinden dolayı açılamayan tanıdığım var elite gibi çevremde kendi isteği ile kapanan tanıdığım da var skam gibi,hiçbiri
895,böyle görseller kullanıp böyle haberler yaparak mı anlatılmayanları anlatıyorsunuz? haberlerinizi ve dilinizi kadın taraflılaştırın! cinsiyetçi tavrı bırakın!,hiçbiri
